order,age_group,func_EF_flex_one,func,ES_group,adult_ES_group,children_ES_group,study,year,task,speed_acc,speed_acc_matched,condition,measure,more_info,blank_1,PKU_mean,PKU_sd,PKU_N,current_phe_mean,current_phe_sd,blank_2,control_mean,control_sd,control_N,blank_3,cohens_d,blank_4,reverse,input_glass_delta,input_glass_delta_sd,include,blank_5,pku_age_mean,pku_age_sd,blank_6,control_age_mean,control_age_sd,diet_start_age1,diet_start_age2,diet_ends,diet_start_age3
317,Adults,Verbal STM/WM,Verbal STM/WM,ES_medium,ES_medium,ES_small,Muri et al 2022,2023,N-back task,NA,NA,Test of Attentional Performance (TAP),Raw scores,Accuracy in % correct,cant find N??,94.5,7,30,741,265.1851852,IQR=358,98,3,54,54,0.41,NA,-1,-1.155963303,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
318,Adults,Verbal STM/WM,Verbal STM/WM,ES_medium,ES_medium,ES_small,Muri et al 2022,2023,N-back task,NA,NA,Test of Attentional Performance (TAP),Residuals (use?),higher = better,*Residuals are the error terms after regressing out the confounding variable AGE,-2.4,7,30,741,265.1851852,IQR=358,0.8,3.2,54,54,0.4,NA,-1,-0.990825688,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314,Adults,Verbal STM/WM,Verbal STM/WM,ES_medium,ES_medium,ES_small,Channon et al 2005,2005,N-back task,NA,NA,"Combined 0 back, 1 back, 2 back task - % correct  -on diet",NA,NA,NA,95.18,3.46,25,758.79,NA,NA,94.6,3.7,25,NA,-0.161920235,NA,-1,0.154294609,NA,1,NA,NA,NA,NA,NA,NA,2,Within 1 month,cont treat,Within 1 month
323,Adults,Verbal STM/WM,Verbal STM/WM,ES_medium,ES_medium,ES_small,Palermo et al 2017/2020; De Felice et al 2018,2017,Nonword repetition,NA,NA,Nonword repetition - % Errors,NA,NA,NA,48.2,12.5,37,720,NA,NA,39.3,10.4,30,NA,-0.774044745,NA,1,-0.845856846,NA,1,NA,NA,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth
379,Adults,Visual learning LTM,Visual learning LTM,ES_medium,ES_medium,ES_large,Palermo et al 2017/2020; De Felice et al 2018,2017,P-ass VisL % err,NA,NA,NA,NA,NA,NA,14.1,8.5,37,720,NA,NA,10.5,8.3,30,NA,-0.428541063,NA,1,-0.428710983,NA,1,NA,NA,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth
380,Adults,Visual learning LTM,Visual learning LTM,ES_medium,ES_medium,ES_large,Romani et al 2020,2020,P-ass VisL % err,NA,NA,NA,NA,NA,NA,2.3,2.2,19,1042,NA,NA,1.2,1.3,19,NA,-0.608766986,NA,1,-0.828402367,NA,1,NA,NA,NA,NA,NA,NA,1,Since birth,-,Soon after birth
381,Adults,Visual learning LTM,Visual learning LTM,ES_medium,ES_medium,ES_large,Palermo et al 2017/2020; De Felice et al 2018,2017,P-ass-VisL % err,NA,NA,P-ass VisL % Errors. Delayed match to sample % Errors,NA,NA,NA,3.1,3.82,37,720,NA,NA,1.9,1.9,30,NA,-0.397769901,NA,1,-0.624263361,NA,1,NA,NA,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth
382,Adults,Visual learning LTM,Visual learning LTM,ES_medium,ES_medium,ES_large,Channon et al 2004,2004,Rey-Osterrieth CFT-recall,NA,NA,delayed recall-% correct,NA,NA,NA,63.33,19.06,20,858.5,NA,NA,70.63,18.58,20,NA,0.387853693,NA,-1,-0.385089714,NA,1,NA,NA,NA,NA,NA,NA,2,Within 1 month,cont treat,Within 1 month
384,Adults,Visual learning LTM,Visual learning LTM,ES_medium,ES_medium,ES_large,Pilotto et al 2021,2021,Rey-Osterrieth CFT-recall,NA,NA,Recall-Raw score,NA,NA,NA,21,11.21,19,890,NA,NA,30,3.14,25,NA,1.093326519,NA,-1,-2.81475266,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
385,Adults,Visual learning LTM,Visual learning LTM,ES_medium,ES_medium,ES_large,Ris et al 1994,1994,Rey-Osterrieth CFT-recall,NA,NA,Rey complex figure raw scores - N correct vs siblings,NA,NA,NA,64,10,25,1332,NA,NA,69,2,15,NA,0.693375245,NA,-1,-2.450331126,NA,1,NA,NA,NA,NA,NA,NA,2,Within 1 month,cont treat,Within 1 month
390,Adults,Visual learning LTM,Visual learning LTM,ES_medium,ES_medium,ES_large,Channon et al 2004,2004,Rey-Osterrieth CFT-recognition,NA,NA,t recognition -  % correct,NA,NA,NA,58.75,4.35,20,858.5,NA,NA,59.86,5.06,20,NA,0.23525055,NA,-1,-0.215009292,NA,1,NA,NA,NA,NA,NA,NA,2,Within 1 month,cont treat,Within 1 month
431,Adults,Visual spatial attention speed,Visual spatial attention speed,,,,Ris et al 1994,1994,ADM visual search-RT,NA,NA,Attention Diagnostic Method - ADM visual search; unaffected siblings - Time (sec.),NA,NA,NA,461,132,25,1332,NA,NA,395,48,15,NA,-0.664534303,NA,1,-1.347682119,NA,1,NA,NA,NA,NA,NA,NA,2,Within 1 month,cont treat,Within 1 month
396,Adults,Visual STM/WM,Visual STM/WM,ES_large,ES_large,ES_medium,Palermo et al 2017/2020; De Felice et al 2018,2017,Corsi Block task,NA,NA,Corsi span,NA,NA,NA,5.3,0.9,37,720,NA,NA,5.7,0.9,30,NA,0.444444444,NA,-1,-0.439296439,NA,1,NA,NA,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth
397,Adults,Visual STM/WM,Visual STM/WM,ES_large,ES_large,ES_medium,Romani et al 2020,2020,Corsi Block task,NA,NA,Corsi span,NA,NA,NA,5.9,1,19,1042,NA,NA,5,1.1,19,NA,-0.856172689,NA,-1,0.801017165,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287,Adults,Visual STM/WM,Visual STM/WM,ES_large,ES_large,ES_medium,Christ et al 2023,2023,Picture Sequence,NA,NA,T-score,"Participants are shown a sequence of pictures. Following the presentation of the final image, all stimuli are randomly mixed. The participant must then place the images to match the initial presentation order. Picture vary in numbers for 6-15 depending on age",NIH Toolbox Cognitive Battery,NA,54,11.5,40,589,444,NA,58,11.8,32,NA,NA,NA,-1,-0.335338072,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
407,Adults,Visual STM/WM,Visual STM/WM,ES_large,ES_large,ES_medium,Smith et al 1996-Low Phe,1996,Self ordered pointing,NA,NA,N err,"Petrides & Milner, 1982",NA,NA,8.9,4.06,11,566,NA,NA,4.68,2.53,22,NA,-1.247546479,NA,1,-1.627301649,NA,1,NA,NA,NA,NA,NA,NA,--,--,-,--
405,Adults,Visual STM/WM,Visual STM/WM,ES_large,ES_large,ES_medium,Channon et al 2004,2004,Self ordered pointing,NA,NA,N correct,NA,NA,NA,13.53,3.25,20,858.5,NA,NA,17.62,3.57,20,NA,1.198095373,NA,-1,-1.122896841,NA,1,NA,NA,NA,NA,NA,NA,2,Within 1 month,cont treat,Within 1 month
406,Adults,Visual STM/WM,Visual STM/WM,ES_large,ES_large,ES_medium,Smith et al 1996-High Phe,1996,Self ordered pointing,NA,NA,N err,"Petrides & Milner, 1982",NA,NA,9.3,3.65,11,1545,NA,NA,4.68,2.53,22,NA,-1.471180914,NA,1,-1.78154825,NA,1,NA,NA,NA,NA,NA,NA,--,--,-,--
409,Adults,Visual STM/WM,Visual STM/WM,ES_large,ES_large,ES_medium,Jahja et al 2016/2017,2017,Visuospatial sequencing-N cor,NA,NA,Visuospatial sequencing task - N correct,NA,NA,NA,98.6,5.6,57,655,NA,NA,100.7,3.5,57,NA,0.449719013,NA,-1,-0.595973154,NA,1,NA,NA,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth
473,Adults,Visuo motor control,Visuo motor control,ES_large,ES_large,ES_medium,Pietz et al 1998,1998,Fast Video Tracking-Level dist,NA,NA,Fast Video Tracking task level distance,NA,NA,NA,37.9,15.2,57,1085,NA,NA,26.5,8.6,40,NA,-0.923145016,NA,1,-1.315088667,NA,1,NA,NA,NA,NA,NA,NA,4,Within 3 months,-,Within 3 months
474,Adults,Visuo motor control,Visuo motor control,ES_large,ES_large,ES_medium,Pietz et al 1998,1998,Fast Video Tracking-Stability dist,NA,NA,Fast Video Tracking task stability distance,NA,NA,NA,16.6,11.8,57,1085,NA,NA,8.5,6.4,40,NA,-0.853341022,NA,1,-1.25560686,NA,1,NA,NA,NA,NA,NA,NA,4,Within 3 months,-,Within 3 months
482,Adults,Visuo motor control,Visuo motor control,ES_large,ES_large,ES_medium,Pietz et al 1998,1998,MLS line following-Duration,NA,NA,MLS line following duration,NA,NA,NA,14.4,11.8,57,1085,NA,NA,10.7,8.6,40,NA,-0.358362965,NA,1,-0.426827023,NA,1,NA,NA,NA,NA,NA,NA,4,Within 3 months,-,Within 3 months
483,Adults,Visuo motor control,Visuo motor control,ES_large,ES_large,ES_medium,Pietz et al 1998,1998,MLS line following-N err,NA,NA,MLS line following N Error,NA,NA,NA,19.6,10.9,57,1085,NA,NA,15.1,9.4,40,NA,-0.442144349,NA,1,-0.474934037,NA,1,NA,NA,NA,NA,NA,NA,4,Within 3 months,-,Within 3 months
484,Adults,Visuo motor control,Visuo motor control,ES_large,ES_large,ES_medium,Pietz et al 1998,1998,MLS rotor circle-Duration,NA,NA,MLS rotor circle duration,NA,NA,NA,101,52,57,1085,NA,NA,89,58,40,NA,-0.217857973,NA,1,-0.205258848,NA,1,NA,NA,NA,NA,NA,NA,4,Within 3 months,-,Within 3 months
485,Adults,Visuo motor control,Visuo motor control,ES_large,ES_large,ES_medium,Pietz et al 1998,1998,MLS rotor circle-N err,NA,NA,MLS rotor circle - N Error,NA,NA,NA,35,12,57,1085,NA,NA,33,12,40,NA,-0.166666667,NA,1,-0.165347405,NA,1,NA,NA,NA,NA,NA,NA,4,Within 3 months,-,Within 3 months
486,Adults,Visuo motor control,Visuo motor control,ES_large,ES_large,ES_medium,Pietz et al 1998,1998,MLS steadiness-Duration,NA,NA,MLS steadiness duration - Does not specify but assume seconds,NA,NA,NA,3,4.9,57,1085,NA,NA,1.7,3.5,40,NA,-0.305312405,NA,1,-0.368488504,NA,1,NA,NA,NA,NA,NA,NA,4,Within 3 months,-,Within 3 months
487,Adults,Visuo motor control,Visuo motor control,ES_large,ES_large,ES_medium,Pietz et al 1998,1998,MLS steadiness-N err,NA,NA,MLS steadiness N Error,NA,NA,NA,4.7,6,57,1085,NA,NA,3.1,4.7,40,NA,-0.296882291,NA,1,-0.337730871,NA,1,NA,NA,NA,NA,NA,NA,4,Within 3 months,-,Within 3 months
492,Adults,Visuo motor control,Visuo motor control,ES_large,ES_large,ES_medium,Bartus et al 2018,2018,Motor screening test-Err score,NA,NA,Motor screening test (Error raw score),NA,NA,NA,10.1,2.14,46,594.8,NA,NA,8.54,1.91,31,NA,-0.769131099,NA,1,-0.808559071,NA,1,NA,NA,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth
475,Adults,Visuo motor control,Visuo motor control,ES_large,ES_large,ES_medium,Pietz et al 1998,1998,Slow Video Tracking-Level dist,NA,NA,Slow Video Tracking task level distance,NA,NA,NA,17.2,6.7,57,1085,NA,NA,13.1,3.5,40,NA,-0.767058941,NA,1,-1.16215605,NA,1,NA,NA,NA,NA,NA,NA,4,Within 3 months,-,Within 3 months
476,Adults,Visuo motor control,Visuo motor control,ES_large,ES_large,ES_medium,Pietz et al 1998,1998,Slow Video Tracking-Stability dist,NA,NA,Slow Video Tracking task stability distance,NA,NA,NA,6.5,3,57,1085,NA,NA,4.9,3.6,40,NA,-0.482857312,NA,1,-0.440926415,NA,1,NA,NA,NA,NA,NA,NA,4,Within 3 months,-,Within 3 months
421,Adults,Visuo-spatial skills,Visuo-spatial skills,ES_small,ES_small,ES_large,Channon et al 2004,2004,Rey-Osterrieth CFT-copy,NA,NA,Initial copy - % correct,NA,NA,NA,98.19,2.59,20,858.5,NA,NA,98.19,4.16,20,NA,0,NA,-1,0,NA,1,NA,NA,NA,NA,NA,NA,2,Within 1 month,cont treat,Within 1 month
425,Adults,Visuo-spatial skills,Visuo-spatial skills,ES_small,ES_small,ES_large,Pilotto et al 2021,2021,Rey-Osterrieth CFT-copy,NA,NA,NA,NA,NA,NA,36,1.6,19,890,NA,NA,36,0.79,25,NA,0,NA,1,0,NA,1,-0.470486257,NA,NA,NA,NA,NA,NA,NA,NA,NA
211,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,ES_small,ES_large,Christ et al 2006,2006,Antisaccade task,accuracy,accuracy,Inhibitory Error,NA,NA,NA,12.1,11.5,26,423.8,339,NA,8.9,7.6,25,NA,NA,NA,1,-0.414574899,NA,1,NA,11.2,3.1,NA,11.3,3.4,NA,NA,NA,NA
215,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,ES_small,ES_large,Christ et al 2006,2006,Flanker task-INTERFERENCE,accuracy,accuracy,Inhibitory Error,NA,NA,NA,7.1,8.9,26,423.8,339,NA,8.9,7.5,25,NA,NA,NA,1,0.236307692,NA,1,NA,11.2,3.1,NA,11.3,3.4,NA,NA,NA,NA
213,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,ES_small,ES_large,Christ et al 2006,2006,Go-No-Go,accuracy,accuracy,Inhibitory Error,NA,NA,NA,31.7,17.4,26,423.8,339,NA,25.1,14.4,25,NA,NA,NA,1,-0.451282051,NA,1,NA,11.2,3.1,NA,11.3,3.4,NA,NA,NA,NA
224,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,ES_small,ES_large,Weglage et al 1996/1999,1996,Stroop-INTERFERENCE,accuracy,accuracy,CWIT - interference condition,INT-T(time),NA,NA,15.4,14.2,20,583,372,NA,7.5,9.1,20,NA,NA,NA,1,-0.850884215,NA,1,NA,10.91666667,1.3,NA,11,1.1,NA,NA,NA,NA
225,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,ES_small,ES_large,Weglage et al 1996/1999,1999,Stroop-INTERFERENCE,accuracy,accuracy,CWIT Errors (older group 14+),INT-T(time),NA,NA,11.6,11.7,20,744,456,NA,4.5,3.4,20,NA,NA,NA,1,-2.046747176,NA,1,-0.553753463,13.9,1.3,NA,14,1.1,NA,NA,NA,NA
243,Children,EF-Inhibitory control-baseline,EF-Inhibitory control-baseline,,,,Christ et al 2006,2006,Flanker task-baseline-accuracy,accuracy,accuracy,baseline Error,NA,NA,NA,5.8,5.7,26,423.8,339,NA,6.1,6.5,25,NA,NA,NA,1,4.54E-02,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,Children,Language speed,Language speed,ES_large,ES_large,ES_large,Christ et al 2006,2006,Stroop-neutral-accuracy,accuracy,accuracy,Errors,NA,NA,NA,1.1,2,26,423.8,339,NA,1,1.6,25,NA,NA,NA,1,-6.15E-02,NA,1,NA,11.2,3.1,NA,11.3,3.4,NA,NA,NA,NA
465,Children,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,ES_small,ES_small,ES_small,Christ et al 2006,2006,Simple detection-accuracy;,accuracy,accuracy,NA,NA,NA,NA,2,2,26,423.8,339,NA,1.4,1.8,25,NA,NA,NA,1,-0.328205128,NA,1,NA,11.2,3.1,NA,11.3,3.4,NA,NA,NA,NA
319,Children,Verbal STM/WM,Verbal STM/WM,ES_small,ES_medium,ES_small,Griffiths 1998,1998,N-back task,accuracy,accuracy,2 back - accuracy,NA,NA,NA,64.55,7.54,11,388,127,NA,63.2,16.9,11,NA,NA,NA,-1,7.68E-02,NA,1,NA,8.83,1.7,NA,8.83,1.65,NA,NA,NA,NA
321,Children,Verbal STM/WM,Verbal STM/WM,ES_small,ES_medium,ES_small,Griffiths 1998,1998,N-back task,accuracy,accuracy,One back,NA,NA,NA,72.18,7.17,11,388,127,NA,69.7,10.5,11,NA,NA,NA,-1,0.227221218,NA,1,NA,8.83,1.7,NA,8.83,1.65,NA,NA,NA,NA
52,Children,EF-Flexibility,EF-Flexibility-other,ES_small,ES_medium,ES_small,Bisiacchi et al 2018,2018,TMT–B,speed,NA,NA,NA,NA,NA,115,45.9,11,743.18,83.66,NA,76.8,17.6,28,NA,NA,NA,1,-2.126159555,NA,1,NA,13,2.483333333,NA,11.83333333,2.458333333,NA,NA,NA,NA
212,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,ES_small,ES_large,Christ et al 2006,2006,Antisaccade task,speed,speed,Inhibitory RT,NA,NA,NA,392,77,26,423.8,339,NA,353,65,25,NA,NA,NA,1,-0.590769231,NA,1,NA,11.2,3.1,NA,11.3,3.4,NA,NA,NA,NA
217,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,ES_small,ES_large,Christ et al 2006,2006,Flanker task-INTERFERENCE,speed,speed,Inhibitory RT,NA,NA,NA,777,219,26,423.8,339,NA,736,231,25,NA,NA,NA,1,-0.174758575,NA,1,NA,11.2,3.1,NA,11.3,3.4,NA,NA,NA,NA
214,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,ES_small,ES_large,Christ et al 2006,2006,Go-No-Go,speed,speed,Inhibitory RT,NA,NA,NA,443,67,26,423.8,339,NA,439,79,25,NA,NA,NA,1,-4.99E-02,NA,1,NA,11.2,3.1,NA,11.3,3.4,NA,NA,NA,NA
218,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,ES_small,ES_large,Christ et al 2006,2006,Stroop-INTERFERENCE,speed,NA,speed,NA,NA,NA,875,186,26,423.8,339,NA,870,252,25,NA,NA,NA,1,-1.95E-02,-0.051483332,1,NA,11.2,3.1,NA,11.3,3.4,NA,NA,NA,NA
219,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,ES_small,ES_large,Gassio et al 2005,2005,Stroop-INTERFERENCE,speed,NA,T score-interference,NA,NA,NA,42,10,26,489,181,NA,50,7,21,NA,NA,NA,-1,-1.123703113,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,ES_small,ES_large,Antshel & Waisbren 2003,2003,Stroop-INTERFERENCE,speed,NA,Color and word Test interference trial,NA,NA,NA,50.7,8.3,46,490.34484,375.32568,NA,52,9.1,18,NA,NA,NA,-1,-0.141122036,NA,1,NA,10.75,2.1,NA,13.1,3.2,NA,NA,NA,NA
227,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,ES_small,ES_large,White et al 2001,2001,Stroop-INTERFERENCE,speed,NA,CWIT  stim correct in 45 sec,NA,Stroop Color and Word Test,NA,37.69,16.33,23,496.4,230,NA,48.72,15.62,23,NA,NA,NA,-1,-0.694040607,NA,1,NA,10.7,3.4,NA,11.1,3.7,NA,NA,NA,NA
206,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,ES_small,ES_large,Weglage et al 1996/1999,1996,Stroop-INTERFERENCE,speed,speed,CWIT - interference condition,INT-M (mistakes),NA,NA,153.7,45.9,20,583,372,NA,114.4,41.6,20,NA,NA,NA,1,-0.925942435,NA,1,NA,same data as weglage 1996,NA,NA,NA,NA,NA,NA,NA,NA
226,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,ES_small,ES_large,Weglage et al 1996/1999,1999,Stroop-INTERFERENCE,speed,speed,CWIT speed (older group 14+),INT-M (mistakes),NA,NA,110.6,24.2,20,744,456,NA,103.5,22.2,20,NA,NA,NA,1,-0.313465784,NA,1,-0.487940159,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,Children,EF-Inhibitory control-baseline,EF-Inhibitory control-baseline,,,,Christ et al 2006,2006,Flanker task-baseline-speed,speed,speed,baseline RT,NA,NA,NA,766,212,26,423.8,339,NA,707,211,25,NA,NA,NA,1,-0.275318994,NA,1,NA,11.2,3.1,NA,11.3,3.4,NA,NA,NA,NA
258,Children,EF-Inhibitory control-baseline,EF-Inhibitory control-baseline,,,,Janos et al 2012,2012,Go-No-Go-baseline speed,speed,NA,mean RT,NA,NA,NA,642,138,42,546,331,NA,587,134,81,NA,NA,NA,1,-0.407898396,NA,1,NA,11.8,3.5,NA,12.3,3.2,NA,NA,NA,NA
248,Children,EF-Inhibitory control-baseline; Language speed,EF-Inhibitory control-baseline; Language speed,ES_large,ES_large,ES_large,Antshel & Waisbren 2003,2003,Stroop-baseline-speed,speed,NA,Reading T-score,NA,NA,NA,44,9.9,46,490.34484,375.32568,NA,52.3,9.5,18,NA,NA,NA,-1,-0.863072661,NA,1,NA,10.75,2.1,NA,13.1,3.2,NA,NA,NA,NA
255,Children,EF-Inhibitory control-baseline; Language speed,EF-Inhibitory control-baseline; Language speed,ES_large,ES_large,ES_large,White et al 2001,2001,Stroop-baseline-speed,speed,NA,Colour naming items/min,NA,Stroop Color and Word Test,NA,64.71,19.81,23,496.4,230,NA,80.95,22.62,23,NA,NA,NA,-1,-0.705641026,NA,1,NA,10.7,3.4,NA,11.1,3.7,NA,NA,NA,NA
162,Children,EF-Sustained attention,EF-Sustained attention,ES_medium,ES_large,ES_medium,Janos et al 2012,2012,Go-No-go,speed,NA,SD-RT,NA,NA,NA,183,77,42,546,331,NA,145,57,81,NA,NA,NA,1,-0.66252588,NA,1,NA,11.8,3.5,NA,12.3,3.2,NA,NA,NA,NA
163,Children,EF-Sustained attention,EF-Sustained attention,ES_medium,ES_large,ES_medium,Huijbregts et al 2002,2002,Number of dot identification task (yes/no),speed,NA,Mean Series time,NA,dot task from ANT respond to arrays of eg 3 dots do not respond for arrays of 2 or 4 dots,NA,12.9,2.11,30,494,291,NA,11.16,1.59,32,NA,NA,NA,1,-1.080603142,NA,1,NA,12.7,1.1,NA,13,1.2,NA,NA,NA,NA
365,Children,Language speed,EF-Inhibitory control-baseline; Language speed,ES_large,ES_large,ES_large,Weglage et al 1996/1999,1996,Stroop-baseline-speed,speed,NA,CWIT Colour naming speed,NA,Stroop Color and Word Test,NA,83.5,16.7,20,583,377,NA,62.1,12.1,20,NA,NA,NA,1,-1.733457391,NA,1,NA,10.91666667,1.3,NA,11,1.1,NA,NA,NA,NA
367,Children,Language speed,Language speed,ES_large,ES_large,ES_large,Christ et al 2006,2006,Stroop-neutral-speed,speed,speed,speed,NA,NA,NA,811,173,26,423.8,339,NA,817,207,25,NA,NA,NA,1,2.85E-02,NA,1,NA,11.2,3.1,NA,11.3,3.4,NA,NA,NA,NA
368,Children,Language speed,Language speed,ES_large,ES_large,ES_large,Gassio et al 2005,2005,Stroop-neutral-speed,speed,NA,T score-color naming,NA,NA,NA,40,9,26,489,181,NA,45,6,21,NA,NA,NA,-1,-0.819366853,NA,1,NA,12.3,3.7,NA,11.8,3.6,NA,NA,NA,NA
366,Children,Language speed,EF-Inhibitory control-baseline; Language speed,ES_large,ES_large,ES_large,Weglage et al 1996/1999,1999,Stroop-neutral-speed,speed,NA,CWIT Colour naming Speed (older group 14+),NA,Stroop Color and Word Test,NA,67.4,11.2,20,744,456,NA,56.6,8.2,20,NA,NA,NA,1,-1.290906154,NA,1,NA,13.9,1.3,NA,14,1.1,NA,NA,NA,NA
372,Children,Language speed,Language speed,ES_large,ES_large,ES_large,Gassio et al 2005,2005,Stroop-reading-speed,speed,NA,T score -colour reading,NA,NA,NA,45,8,26,489,181,NA,50,6,21,NA,NA,NA,-1,-0.819366853,NA,1,NA,12.3,3.7,NA,11.8,3.6,NA,NA,NA,NA
370,Children,Language speed,EF-Inhibitory control-baseline; Language speed,ES_large,ES_large,ES_large,Weglage et al 1996/1999,1996,Stroop-reading-speed,speed,NA,CWIT Colour reading speed,NA,Stroop Color and Word Test,NA,48.2,11.1,20,583,377,NA,38.4,7.1,20,NA,NA,NA,1,-1.352858875,NA,1,NA,10.91666667,1.3,NA,11,1.1,NA,NA,NA,NA
371,Children,Language speed,EF-Inhibitory control-baseline; Language speed,ES_large,ES_large,ES_large,Weglage et al 1996/1999,1999,Stroop-reading-speed,speed,NA,CWIT Colour reading Speed (older group 14+),sec,Stroop Color and Word Test,NA,41.1,10.3,20,744,456,NA,34,4.3,20,NA,NA,NA,1,-1.618358232,NA,1,NA,13.9,1.3,NA,14,1.1,NA,NA,NA,NA
467,Children,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,ES_small,ES_small,ES_small,Christ et al 2006,2006,Simple detection-RT,speed,speed,NA,NA,NA,NA,335,60,26,423.8,339,NA,352,84,25,NA,NA,NA,1,0.199267399,NA,1,NA,11.2,3.1,NA,11.3,3.4,NA,NA,NA,NA
466,Children,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,ES_small,ES_small,ES_small,Janos et al 2012,2012,Simple detection-RT,speed,NA,NA,NA,NA,NA,435,103,42,546,331,NA,383,80,81,NA,NA,NA,1,-0.645962733,NA,1,NA,11.8,3.5,NA,12.3,3.2,NA,NA,NA,NA
456,Children,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,ES_small,ES_small,ES_small,Griffiths 1995,1995,Simple RT,speed,NA,Button-pressing in response to single light stimulus. Preferred hand. Ten trials summated.,NA,NA,NA,3.31,0.89,10,348,167,NA,2.95,0.52,10,NA,NA,NA,1,-0.663055255,NA,1,NA,7.53,-,NA,7.59,-,NA,median age 15 days (range 12-20),NA,NA
320,Children,Verbal STM/WM,Verbal STM/WM,ES_small,ES_medium,ES_small,Griffiths 1998,1998,N-back task,speed,speed,2 back -RT,NA,NA,NA,509,72,11,388,127,NA,481,14,11,NA,NA,NA,1,-1.924050633,NA,1,NA,8.83,1.7,NA,8.83,1.65,NA,NA,NA,NA
322,Children,Verbal STM/WM,Verbal STM/WM,ES_small,ES_medium,ES_small,Griffiths 1998,1998,N-back task,speed,speed,One back,NA,NA,NA,499,81,11,388,127,NA,462,92,11,NA,NA,NA,1,-0.386901486,NA,1,NA,8.83,1.7,NA,8.83,1.65,NA,NA,NA,NA
479,Children,Visuo motor control,Visuo motor control,ES_medium,ES_large,ES_medium,Griffiths 1995,1995,Peg transfer-Purdue Pegboard,speed,NA,Grooved pegboard - Time (sec.),Purdue Pegboard (Lafayette Instruments) without collars and washers. Total time for transferring 25 pegs from left to right column of holes and back again. Preferred hand; seconnds??,NA,NA,88.5,19.56,10,348,167,NA,72.7,12.8,10,NA,NA,NA,1,-1.18221831,NA,1,NA,7.53,-,NA,7.59,-,NA,median age 15 days (range 12-20),NA,NA
503,Children,Visuo motor control,Visuo motor control,ES_medium,ES_large,ES_medium,Gassio et al 2005,2005,TMT-A,speed,NA,NA,NA,NA,NA,42,13,26,489,181,NA,57,10,21,NA,NA,NA,-1,-1.474860335,NA,1,NA,12.3,3.7,NA,11.8,3.6,NA,NA,NA,NA
500,Children,Visuo motor control,Visuo motor control,ES_medium,ES_large,ES_medium,Bisiacchi et al 2018,2018,TMT-A,speed,NA,NA,NA,NA,NA,43.4,14.3,11,743.18,83.66,NA,49.9,14.4,28,NA,NA,NA,-1,-0.442176871,NA,1,NA,13,2.483333333,NA,11.83333333,2.458333333,NA,NA,NA,NA
46,Children,EF-Flexibility,EF-Flexibility-other,ES_small,ES_medium,ES_small,Griffiths 1995,1995,Design fluency,NA,NA,Number of non-repeated designs in 3 min,NA,NA,NA,11.9,2.56,10,348,167,NA,12.2,2.35,10,NA,NA,NA,-1,-0.122265508,NA,1,NA,7.53,-,NA,7.59,-,NA,median age 15 days (range 12-20),NA,NA
48,Children,EF-Flexibility,EF-Flexibility-other,ES_small,ES_medium,ES_small,Antshel & Waisbren 2003,2003,Digit symbol coding,NA,NA,score,NA,The child is given a key in which digits are paired with simple shapes. The task is to draw each shape under its corresponding digit within a certain time limit - from WISC,NA,7.8,2.8,46,490.34484,375.32568,NA,10.3,2.1,18,NA,1.010152545,NA,-1,-1.176016965,NA,1,NA,10.75,2.1,NA,13.1,3.2,NA,NA,NA,NA
