order,age_group,func_EF_flex_one,func,ES_group,adult_ES_group,children_ES_group,study,year,task,speed_acc,speed_acc_matched,condition,measure,more_info,PKU_mean,PKU_sd,PKU_N,current_phe_mean,current_phe_sd,control_mean,control_sd,control_N,cohens_d,reverse,input_glass_delta,input_glass_delta_sd,include,pku_age_mean,pku_age_sd,control_age_mean,control_age_sd,diet_start_age1,diet_start_age2,diet_ends,diet_start_age3,CohensD,HedgesG,SMD,GlassDelta,InputDataSMD,ScaledSESqr,Vdf,SmallSampCor,g,Vg,FunctionMean,FunctionSD,Outlier,OutlierLowCut,OutlierHighCut
140,Adults,EF-Sustained attention,EF-Sustained attention,ES_large,ES_large,ES_medium,Pilotto et al 2021,2021,D2 Test,NA,NA,??,NA,NA,144,65.68,19,890,NA,258,27.51,25,2.26405773,-1,-4.069505482,NA,1,NA,NA,NA,NA,2,NA,cont treat,NA,-2.386810277,-2.343933446,-4.143947655,-4.143947655,-4.069505482,0.340007082,24,0.968421053,-4.01308615,0.675525008,-0.920352373,0.876086568,1,-3.110568793,1.269864047
157,Adults,EF-Sustained attention,EF-Sustained attention,ES_large,ES_large,ES_medium,Jahja et al 2016/2017,2017,Dot pattern Task,NA,NA,N Errors,NA,NA,24.6,14.7,57,655,NA,17.3,10.3,57,-0.57515986,1,-0.703981234,NA,1,NA,NA,NA,NA,1,Since birth,-,Soon after birth,-0.57515986,-0.571299727,-0.708737864,-0.708737864,-0.703981234,0.053278167,56,0.986547085,-0.699203274,0.057643213,-0.920352373,0.876086568,0,-3.110568793,1.269864047
165,Adults,EF-Sustained attention,EF-Sustained attention,ES_large,ES_large,ES_medium,Romani et al 2020,2020,Rapid Visual Processing-% err,NA,NA,Rapid visual Information Processing -RVP -  % Errors,NA,NA,24.2,12,19,1042,NA,15.9,9.6,19,-0.763818055,1,-0.846445221,NA,1,NA,NA,NA,NA,1,Since birth,-,Soon after birth,-0.763818055,-0.7477939,-0.864583333,-0.864583333,-0.846445221,0.134868421,18,0.957746479,-0.828051643,0.153914797,-0.920352373,0.876086568,0,-3.110568793,1.269864047
329,Adults,Higher Language Skills,Higher Language Skills,NA,NA,NA,Palermo et al 2017/2020; De Felice et al 2018,2018,Conflicting Prosody,NA,NA,Conflicting Prosody - N Errors,NA,NA,1.1,1.2,22,751.2,NA,1.4,1.9,25,0.188795033,1,0.155248456,NA,1,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth,0.186147587,0.183027795,0.157894737,0.157894737,0.155248456,0.058131453,24,0.968421053,0.152908587,0.058618558,-0.43153253,0.500473677,0,-1.682716723,0.819651662
330,Adults,Higher Language Skills,Higher Language Skills,NA,NA,NA,Palermo et al 2017/2020; De Felice et al 2018,2018,Conflicting Prosody,NA,NA,Emotional Prosody - N Errors,NA,NA,0.6,1.1,22,751.2,NA,0.3,0.5,25,-0.351123442,1,-0.589944134,NA,1,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth,-0.359081924,-0.353063791,-0.6,-0.6,-0.589944134,0.26,24,0.968421053,-0.581052632,0.267033795,-0.43153253,0.500473677,0,-1.682716723,0.819651662
335,Adults,Higher Language Skills,Higher Language Skills,NA,NA,NA,Palermo et al 2017/2020; De Felice et al 2018,2018,Non Emotional Prosody-N err,NA,NA,Non Emotional Prosody - N Errors,NA,NA,0.2,0.5,22,751.2,NA,0.4,0.8,25,0.299812676,1,0.245810056,NA,1,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth,0.295527062,0.290574095,0.25,0.25,0.245810056,0.057755682,24,0.968421053,0.242105263,0.058976827,-0.43153253,0.500473677,0,-1.682716723,0.819651662
336,Adults,Higher Language Skills,Higher Language Skills,NA,NA,NA,Palermo et al 2017/2020; De Felice et al 2018,2018,Verbal Narrative-% cor info units,NA,NA,Verbal Narrative - Correct information units (% of total words),NA,NA,87.7,7.8,33,751.2,NA,91.7,4.6,32,0.624695048,-1,-0.859172008,NA,1,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth,-0.622309642,-0.614871678,-0.869565217,-0.869565217,-0.859172008,0.118378373,31,0.975609756,-0.84835631,0.129986573,-0.43153253,0.500473677,0,-1.682716723,0.819651662
337,Adults,Higher Language Skills,Higher Language Skills,NA,NA,NA,Palermo et al 2017/2020; De Felice et al 2018,2018,Verbal Narrative-Main concepts-% cor,NA,NA,Verbal Narrative - Main concepts - %  correct answers,NA,NA,81.1,21.2,33,751.2,NA,86.7,10.9,32,0.332225759,-1,-0.507620893,NA,1,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth,-0.330702163,-0.326749547,-0.513761468,-0.513761468,-0.507620893,0.145881714,31,0.975609756,-0.5012307,0.149933846,-0.43153253,0.500473677,0,-1.682716723,0.819651662
338,Adults,Higher Language Skills,Higher Language Skills,NA,NA,NA,Palermo et al 2017/2020; De Felice et al 2018,2018,Verbal Narrative-Mean utterance length,NA,NA,Verbal Narrative - Mean utterance length,NA,NA,13.2,2.5,33,751.2,NA,14.2,3,32,0.362142984,-1,-0.32934927,NA,1,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth,-0.362662389,-0.358327779,-0.333333333,-0.333333333,-0.32934927,0.052293771,31,0.975609756,-0.325203252,0.053999532,-0.43153253,0.500473677,0,-1.682716723,0.819651662
339,Adults,Higher Language Skills,Higher Language Skills,NA,NA,NA,Palermo et al 2017/2020; De Felice et al 2018,2018,Verbal Narrative-Speech rate,NA,NA,Verbal Narrative - Speech Rate,NA,NA,2.2,0.4,33,751.2,NA,2.4,0.4,32,0.5,-1,-0.494023904,NA,1,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth,-0.5,-0.494023904,-0.5,-0.5,-0.494023904,0.06155303,31,0.975609756,-0.487804878,0.065390992,-0.43153253,0.500473677,0,-1.682716723,0.819651662
340,Adults,Higher Language Skills,Higher Language Skills,NA,NA,NA,Palermo et al 2017/2020; De Felice et al 2018,2017,WASI Similarities-N cor,NA,NA,WASI Similarities - N correct,NA,NA,36,5.8,37,720,NA,39.2,3.6,30,0.662936632,-1,-0.878592879,NA,1,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth,-0.647641416,-0.640139778,-0.888888889,-0.888888889,-0.878592879,0.10348682,29,0.973913043,-0.865700483,0.116408153,-0.43153253,0.500473677,0,-1.682716723,0.819651662
341,Adults,Higher Language Skills,Higher Language Skills,NA,NA,NA,Palermo et al 2017/2020; De Felice et al 2018,2017,WASI Vocabulary-N cor,NA,NA,WASI Vocabulary - N correct,NA,NA,58.4,8.7,37,720,NA,64.2,7.2,30,0.726334732,-1,-0.796224796,NA,1,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth,-0.719129179,-0.710799498,-0.805555556,-0.805555556,-0.796224796,0.07279467,29,0.973913043,-0.784541063,0.083406819,-0.43153253,0.500473677,0,-1.682716723,0.819651662
504,Adults,IQ,IQ,NA,NA,NA,Smith et al 1996-Low Phe,1996,WAIS-Full scale,NA,NA,WAIS - Full scale,NA,NA,96,7.25,11,566,NA,101,9.25,22,0.601656838,-1,-0.527356625,NA,1,NA,NA,NA,NA,--,--,-,--,-0.577668696,-0.563579215,-0.540540541,-0.540540541,-0.527356625,0.101301547,21,0.963855422,-0.521002931,0.107764501,-0.588356605,0.423007411,0,-1.645875132,0.469161923
507,Adults,IQ,IQ,NA,NA,NA,Palermo et al 2017/2020; De Felice et al 2018,2018,WAIS-Full scale,NA,NA,WASI - Full scale,NA,NA,103,13.9,38,751,NA,113.9,9.7,39,0.909439227,-1,-1.112436644,NA,1,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth,-0.911538213,-0.902392345,-1.12371134,-1.12371134,-1.112436644,0.079679432,38,0.98013245,-1.101385949,0.09564063,-0.588356605,0.423007411,0,-1.645875132,0.469161923
508,Adults,IQ,IQ,NA,NA,NA,Channon et al 2005,2005,WAIS-Full scale,NA,NA,WASI - Full scale - on diet,NA,NA,107.04,12.01,25,759,NA,107.28,10.35,25,0.021407991,-1,-0.02282419,NA,1,NA,NA,NA,NA,2,Within 1 month,cont treat,Within 1 month,-0.021407991,-0.02107174,-0.023188406,-0.023188406,-0.02282419,0.093859871,24,0.968421053,-0.02245614,0.093870377,-0.588356605,0.423007411,0,-1.645875132,0.469161923
509,Adults,IQ,IQ,NA,NA,NA,Weglage et al 2013,2013,WAIS-Full scale,NA,NA,WAIS - Full scale baseline,NA,NA,89.8,20.72,57,810,NA,103.3,16.5,46,0.720798305,-1,-0.812091135,NA,1,NA,NA,NA,NA,3,Within 10 weeks,-,Within 10 weeks,-0.712168138,-0.706866639,-0.818181818,-0.818181818,-0.812091135,0.049404518,45,0.983240223,-0.804469274,0.056595305,-0.588356605,0.423007411,0,-1.645875132,0.469161923
513,Adults,IQ,IQ,NA,NA,NA,Romani et al 2020,2020,WAIS-Full scale,NA,NA,WAIS - Full scale,NA,NA,98.9,15,19,1042,NA,110.1,12,19,0.824555395,-1,-0.913752914,NA,1,NA,NA,NA,NA,1,Since birth,-,Soon after birth,-0.824555395,-0.80725703,-0.933333333,-0.933333333,-0.913752914,0.134868421,18,0.957746479,-0.893896714,0.157064291,-0.588356605,0.423007411,0,-1.645875132,0.469161923
514,Adults,IQ,IQ,NA,NA,NA,Pietz et al 1998,1998,WAIS-Full scale,NA,NA,WAIS-R - Full scale,NA,NA,97.6,15.7,57,1085,NA,105.5,16.1,40,0.496816044,-1,-0.486799194,NA,1,NA,NA,NA,NA,4,Within 3 months,-,Within 3 months,-0.497937944,-0.493996483,-0.49068323,-0.49068323,-0.486799194,0.041682944,39,0.980645161,-0.481186135,0.044651407,-0.588356605,0.423007411,0,-1.645875132,0.469161923
515,Adults,IQ,IQ,NA,NA,NA,Ullrich et al 1996,1996,WAIS-Full scale,NA,NA,WAIS - Full scale,NA,NA,82,14,8,1253.1,NA,92.2,8.5,8,0.880735099,-1,-1.134545455,NA,1,NA,NA,NA,NA,--,--,-,--,-0.880735099,-0.832695003,-1.2,-1.2,-1.134545455,0.464100346,7,0.888888889,-1.066666667,0.545370187,-0.588356605,0.423007411,0,-1.645875132,0.469161923
516,Adults,IQ,IQ,NA,NA,NA,Channon et al 2007,2007,WAIS-Full scale,NA,NA,WASI - Full scale - off diet,NA,NA,101.48,14.6,25,1286,NA,106.98,8.9,45,0.454895126,-1,-0.611136448,NA,1,NA,NA,NA,NA,2,Within 1 month,cont treat,Within 1 month,-0.489035799,-0.483622119,-0.617977528,-0.617977528,-0.611136448,0.129865197,44,0.982857143,-0.607383628,0.134057411,-0.588356605,0.423007411,0,-1.645875132,0.469161923
517,Adults,IQ,IQ,NA,NA,NA,Ris et al 1994,1994,WAIS-Full scale,NA,NA,WAIS-R - Full scale,NA,NA,90,11,25,1332,NA,100,9,15,0.99503719,-1,-1.089036056,NA,1,NA,NA,NA,NA,2,Within 1 month,cont treat,Within 1 month,-0.970082435,-0.950809274,-1.111111111,-1.111111111,-1.089036056,0.126419753,14,0.945454545,-1.050505051,0.165832641,-0.588356605,0.423007411,0,-1.645875132,0.469161923
518,Adults,IQ,IQ,NA,NA,NA,Smith et al 1996-High Phe,1996,WAIS-Full scale,NA,NA,WAIS - Full scale,NA,NA,95,7.25,11,1545,NA,101,9.25,22,0.721988205,-1,-0.63282795,NA,1,NA,NA,NA,NA,--,--,-,--,-0.693202435,-0.676295059,-0.648648649,-0.648648649,-0.63282795,0.101301547,21,0.963855422,-0.625203517,0.110608201,-0.588356605,0.423007411,0,-1.645875132,0.469161923
506,Adults,IQ,IQ,NA,NA,NA,Abgottspon et al 2022,2022,WAIS-IV short form,NA,NA,"matrix, symbol search, vocabulary, arthmetic",NA,NA,97,11.9,20,702.3,NA,105.1,13.7,40,0.631254012,-1,-0.583562423,NA,1,NA,NA,NA,NA,1,NA,NA,NA,-0.616554016,-0.608546821,-0.591240876,-0.591240876,-0.583562423,0.062724439,39,0.980645161,-0.579797504,0.067034249,-0.588356605,0.423007411,0,-1.645875132,0.469161923
510,Adults,IQ,IQ,NA,NA,NA,Channon et al 2004,2004,WASI-Performance Index,NA,NA,WASI - Performance Index,NA,NA,112.3,9.68,20,859,NA,114.65,10.43,20,0.233552202,-1,-0.220835212,NA,1,NA,NA,NA,NA,2,Within 1 month,cont treat,Within 1 month,-0.233552202,-0.228912092,-0.225311601,-0.225311601,-0.220835212,0.093067742,19,0.96,-0.216299137,0.094298934,-0.588356605,0.423007411,0,-1.645875132,0.469161923
511,Adults,IQ,IQ,NA,NA,NA,Channon et al 2004,2004,WASI-Verbal Index,NA,NA,WASI - Performance Index,NA,NA,108.55,9.47,20,859,NA,107.2,10.84,20,-0.132638023,-1,0.122064466,NA,1,NA,NA,NA,NA,2,Within 1 month,cont treat,Within 1 month,0.132638023,0.13000283,0.124538745,0.124538745,0.122064466,0.088160266,19,0.96,0.119557196,0.088536422,-0.588356605,0.423007411,0,-1.645875132,0.469161923
505,Adults,IQ,IQ,NA,NA,NA,Jahja et al 2016/2017,2017,WISC-III and WAIS III Vocabulary/Block Design,NA,NA,WISC-III and WAIS III Vocabulary and Block Design,NA,NA,100,12,57,655,NA,108,11,57,0.694995588,-1,-0.722391702,NA,1,NA,NA,NA,NA,1,Since birth,-,Soon after birth,-0.694995588,-0.690331188,-0.727272727,-0.727272727,-0.722391702,0.038422503,56,0.986547085,-0.717488789,0.043018843,-0.588356605,0.423007411,0,-1.645875132,0.469161923
512,Adults,IQ,IQ,NA,NA,NA,Burgard et al 1997-German,1997,WISC-R & WAIS-R,NA,NA,WISC-R & WAIS-R - German Group,NA,NA,104.5,10.46,8,870,NA,104.5,11.31,15,0,-1,0,NA,1,NA,NA,NA,NA,4,Within 3 months,5 years,Within 3 months,0,0,0,0,0,0.173584013,14,0.945454545,0,0.173584013,-0.588356605,0.423007411,0,-1.645875132,0.469161923
357,Adults,Language accuracy,Language accuracy,ES_small,ES_small,ES_small,Pilotto et al 2021,2021,Naming-accuracy,NA,NA,Boston Naming,NA,NA,15,0.8,19,890,NA,15,0.8,25,0,-1,0,NA,1,NA,NA,NA,NA,2,NA,NA,NA,0,0,0,0,0,0.092631579,24,0.968421053,0,0.092631579,-0.170461816,0.344919806,0,-1.03276133,0.691837699
358,Adults,Language accuracy,Language accuracy,ES_small,ES_small,ES_small,Pilotto et al 2021,2021,Baxt ideomotor apraxia,NA,NA,NA,NA,NA,33,4.8,19,890,NA,35,1.57,25,0.560058227,-1,-1.251001182,NA,1,NA,NA,NA,NA,2,NA,NA,NA,-0.595417439,-0.584721318,-1.27388535,-1.27388535,-1.251001182,0.531959746,24,0.968421053,-1.233657392,0.563666216,-0.170461816,0.344919806,1,-1.03276133,0.691837699
354,Adults,Language accuracy,Language accuracy,ES_small,ES_small,ES_small,Palermo et al 2017/2020; De Felice et al 2018,2017,Non-Word Spelling-accuracy,NA,NA,Non - Word Spelling - % Errors,NA,NA,13.3,8.2,37,720,NA,11.9,7.6,30,-0.177087549,1,-0.182076814,NA,1,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth,-0.176368778,-0.174325896,-0.184210526,-0.184210526,-0.182076814,0.064796237,29,0.973913043,-0.179405034,0.065351171,-0.170461816,0.344919806,0,-1.03276133,0.691837699
359,Adults,Language accuracy,Language accuracy,ES_small,ES_small,ES_small,Pilotto et al 2021,2021,Token test,NA,NA,NA,NA,NA,36,0.01,19,890,NA,36,0.01,25,0,-1,0,NA,1,NA,NA,NA,NA,2,NA,NA,NA,0,0,0,0,0,0.092631579,24,0.968421053,0,0.092631579,-0.170461816,0.344919806,0,-1.03276133,0.691837699
347,Adults,Language accuracy,Language accuracy,ES_small,ES_small,ES_small,Palermo et al 2017/2020; De Felice et al 2018,2018,Verbal Narrative-% err,NA,NA,Verbal Narrative - %  Error/ total words,NA,NA,2.1,1.4,33,751.2,NA,1.8,1.7,32,-0.19264839,1,-0.174361378,NA,1,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth,-0.192942242,-0.190636159,-0.176470588,-0.176470588,-0.174361378,0.051801536,31,0.975609756,-0.172166428,0.052279621,-0.170461816,0.344919806,0,-1.03276133,0.691837699
356,Adults,Language accuracy,Language accuracy,ES_small,ES_small,ES_small,Palermo et al 2017/2020; De Felice et al 2018,2017,Word Spelling-% err,NA,NA,Word Spelling - % Errors,NA,NA,3.9,4.7,37,720,NA,4.8,5.7,30,0.172282332,1,0.15606584,NA,1,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth,0.174077656,0.172061312,0.157894737,0.157894737,0.15606584,0.05170905,29,0.973913043,0.153775744,0.052116756,-0.170461816,0.344919806,0,-1.03276133,0.691837699
375,Adults,Phonological Tasks,Phonological Tasks,NA,NA,NA,Palermo et al 2017/2020; De Felice et al 2018,2017,Phoneme Deletion-% err,NA,NA,Phoneme Deletion - % Errors,NA,NA,14.5,13.1,37,720,NA,11.2,8.7,30,-0.29676787,1,-0.374916789,NA,1,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth,-0.29075745,-0.287389603,-0.379310345,-0.379310345,-0.374916789,0.09461102,29,0.973913043,-0.369415292,0.096963911,-0.48721094,0.166588202,0,-0.903681446,-0.070740434
546,Adults,Social Cognition,Social Cognition,NA,NA,NA,Jahja et al 2016/2017,2016,ANT Facial Recognition-% err,NA,NA,ANT Facial Recognition  - % Errors,NA,NA,7.1,3.5,56,657,NA,5.6,3.4,53,-0.434736955,1,-0.43807687,NA,1,NA,NA,NA,NA,1,Since birth,-,Soon after birth,-0.434560449,-0.431507331,-0.441176471,-0.441176471,-0.43807687,0.037790935,52,0.985507246,-0.434782609,0.039608588,-0.434556853,0.3097121,0,-1.208837103,0.339723397
551,Adults,Social Cognition,Social Cognition,NA,NA,NA,Smith et al 1996-Low Phe,1996,Face closure,NA,NA,number correct,NA,NA,24.8,4.47,11,566,NA,27.95,4.47,22,0.704697987,-1,-0.687510231,NA,1,NA,NA,NA,NA,--,--,-,--,-0.704697987,-0.687510231,-0.704697987,-0.704697987,-0.687510231,0.136363636,21,0.963855422,-0.679226975,0.147348143,-0.434556853,0.3097121,0,-1.208837103,0.339723397
550,Adults,Social Cognition,Social Cognition,NA,NA,NA,Smith et al 1996-High Phe,1996,Face closure,NA,NA,number correct,NA,NA,24.5,4.14,11,1545,NA,27.95,4.47,22,0.800805753,-1,-0.752987396,NA,1,NA,NA,NA,NA,--,--,-,--,-0.790147327,-0.770875441,-0.771812081,-0.771812081,-0.752987396,0.123436291,21,0.963855422,-0.743915258,0.136612717,-0.434556853,0.3097121,0,-1.208837103,0.339723397
553,Adults,Social Cognition,Social Cognition,NA,NA,NA,Smith et al 1996-Low Phe,1996,Face memory,NA,NA,standard score,NA,NA,10.4,3.59,11,566,NA,11.86,2.75,22,0.456577837,-1,-0.517960089,NA,1,NA,NA,NA,NA,--,--,-,--,-0.479257235,-0.467568034,-0.530909091,-0.530909091,-0.517960089,0.20038287,21,0.963855422,-0.511719606,0.206617559,-0.434556853,0.3097121,0,-1.208837103,0.339723397
552,Adults,Social Cognition,Social Cognition,NA,NA,NA,Smith et al 1996-High Phe,1996,Face memory,NA,NA,standard score,NA,NA,9.6,2.07,11,1545,NA,11.86,2.75,22,0.928564147,-1,-0.801773836,NA,1,NA,NA,NA,NA,--,--,-,--,-0.886089906,-0.864477957,-0.821818182,-0.821818182,-0.801773836,0.096963486,21,0.963855422,-0.79211391,0.11190264,-0.434556853,0.3097121,0,-1.208837103,0.339723397
554,Adults,Social Cognition,Social Cognition,NA,NA,NA,Jahja et al 2016/2017,2016,Faux-pas Recogntion Test-Score,NA,NA,Faux - pas Recogntion Test Score - High score indicate better ability,NA,NA,49.2,5.1,56,657,NA,51.3,4.6,53,0.432415601,-1,-0.453314326,NA,1,NA,NA,NA,NA,1,Since birth,-,Soon after birth,-0.431793663,-0.428759984,-0.456521739,-0.456521739,-0.453314326,0.040818033,52,0.985507246,-0.449905482,0.04276433,-0.434556853,0.3097121,0,-1.208837103,0.339723397
557,Adults,Social Cognition,Social Cognition,NA,NA,NA,Jahja et al 2016/2017,2016,Reading the mind in the eyes-Score,NA,NA,Reading the mind in the eyes (RME) - high score indicate better ability to recognise emotions . (ToM),NA,NA,24.4,3.9,56,657,NA,26.1,3.6,53,0.452971101,-1,-0.468904502,NA,1,NA,NA,NA,NA,1,Since birth,-,Soon after birth,-0.452464758,-0.449285849,-0.472222222,-0.472222222,-0.468904502,0.039825266,52,0.985507246,-0.465378422,0.041907738,-0.434556853,0.3097121,0,-1.208837103,0.339723397
262,Adults,Verbal memory and learning,Verbal memory and learning,ES_medium,ES_medium,ES_medium,Palermo et al 2017/2020; De Felice et al 2018,2017,Paired associates verbal learning,NA,NA,P-ass-VL delayed recall - % Errors,NA,NA,20.4,23.7,37,720,NA,29.3,24.5,30,0.36924375,1,0.3590576,NA,1,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth,0.369905337,0.36562072,0.363265306,0.363265306,0.3590576,0.058624147,29,0.973913043,0.35378882,0.06078219,-0.513752504,0.567883572,0,-1.933461435,0.905956427
263,Adults,Verbal memory and learning,Verbal memory and learning,ES_medium,ES_medium,ES_medium,Palermo et al 2017/2020; De Felice et al 2018,2017,Paired associates verbal learning,NA,NA,P-ass-VL - % Errors over 5 trials,NA,NA,43.5,22.9,37,720,NA,47,14.9,30,0.181172138,1,0.232178487,NA,1,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth,0.177344683,0.175290498,0.234899329,0.234899329,0.232178487,0.097173896,29,0.973913043,0.22877152,0.098076248,-0.513752504,0.567883572,0,-1.933461435,0.905956427
264,Adults,Verbal memory and learning,Verbal memory and learning,ES_medium,ES_medium,ES_medium,Romani et al 2020,2020,Paired associates verbal learning,NA,NA,P-ass-VL delayed recall - % Errors,NA,NA,10.2,11,19,1042,NA,4.9,7,19,-0.574865713,1,-0.741258741,NA,1,NA,NA,NA,NA,1,Since birth,-,Soon after birth,-0.574865713,-0.562805593,-0.757142857,-0.757142857,-0.741258741,0.182599356,18,0.957746479,-0.725150905,0.197206129,-0.513752504,0.567883572,0,-1.933461435,0.905956427
265,Adults,Verbal memory and learning,Verbal memory and learning,ES_medium,ES_medium,ES_medium,Romani et al 2020,2020,Paired associates verbal learning,NA,NA,P-ass-VL - % Errors,NA,NA,20.8,8.8,19,1042,NA,19.7,6.1,19,-0.145284958,1,-0.176544767,NA,1,NA,NA,NA,NA,1,Since birth,-,Soon after birth,-0.145284958,-0.142237022,-0.180327869,-0.180327869,-0.176544767,0.162166367,18,0.957746479,-0.172708381,0.162994928,-0.513752504,0.567883572,0,-1.933461435,0.905956427
266,Adults,Verbal memory and learning,Verbal memory and learning,ES_medium,ES_medium,ES_medium,Pilotto et al 2021,2021,Story recall,NA,NA,NA,NA,NA,13,5.61,19,890,NA,20,3.14,25,1.539825132,-1,-2.189252069,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,-1.600774832,-1.572018398,-2.229299363,-2.229299363,-2.189252069,0.208001371,24,0.968421053,-2.158900436,0.305102435,-0.513752504,0.567883572,1,-1.933461435,0.905956427
268,Adults,Verbal memory and learning,Verbal memory and learning,ES_medium,ES_medium,ES_medium,Smith et al 1996-Low Phe,1996,Story recall-delayed,NA,NA,Unit recalled,NA,NA,10.75,4.06,11,566,NA,12.66,3.69,22,0.492342449,-1,-0.504990416,NA,1,NA,NA,NA,NA,--,--,-,--,-0.500881206,-0.488664591,-0.517615176,-0.517615176,-0.504990416,0.155508753,21,0.963855422,-0.498906194,0.161435119,-0.513752504,0.567883572,0,-1.933461435,0.905956427
267,Adults,Verbal memory and learning,Verbal memory and learning,ES_medium,ES_medium,ES_medium,Smith et al 1996-High Phe,1996,Story recall-delayed,NA,NA,Unit recalled,NA,NA,8.85,4.01,11,1545,NA,12.66,3.69,22,0.988756915,-1,-1.007336903,NA,1,NA,NA,NA,NA,--,--,-,--,-1.00364203,-0.979162956,-1.032520325,-1.032520325,-1.007336903,0.152814749,21,0.963855422,-0.995200313,0.176396265,-0.513752504,0.567883572,0,-1.933461435,0.905956427
270,Adults,Verbal memory and learning,Verbal memory and learning,ES_medium,ES_medium,ES_medium,Smith et al 1996-Low Phe,1996,Story recall-immediate,NA,NA,Unit recalled,NA,NA,12.35,3.52,11,566,NA,14.02,3.59,22,0.469738135,-1,-0.453835179,NA,1,NA,NA,NA,NA,--,--,-,--,-0.468105817,-0.456688602,-0.465181058,-0.465181058,-0.453835179,0.132852998,21,0.963855422,-0.448367285,0.137639504,-0.513752504,0.567883572,0,-1.933461435,0.905956427
269,Adults,Verbal memory and learning,Verbal memory and learning,ES_medium,ES_medium,ES_medium,Smith et al 1996-High Phe,1996,Story recall-immediate,NA,NA,Unit recalled,NA,NA,10.3,4.9,11,1545,NA,14.02,3.59,22,0.866075864,-1,-1.010938243,NA,1,NA,NA,NA,NA,--,--,-,--,-0.916472751,-0.894119757,-1.036211699,-1.036211699,-1.010938243,0.214814441,21,0.963855422,-0.998758264,0.238564871,-0.513752504,0.567883572,0,-1.933461435,0.905956427
