"Order","Age..group","Func_EF_flex_one","Function","ES_group","Study","Year","Task","speed.acc....all.speed.tasks.even.if.no.matched.with.accuracy.","speed.acc.matched","Condition.measure","More.information","X","X.1","x.","SD","N..obs","Current.Phe.Mean","SD.1","X.2","x..1","SD.2","N..obs.1","X.3","Cohen..s.D...not.revr","X.4","Coeff","Glass.delta","SD.glass","Include","X.5","x..2","SD.3","X.6","x..3","SD.4","Age.diet.starts","Age.diet.starts.1","Diet.termination","Age.diet.starts.2","X.7"
514,"Adults","IQ","IQ","","Pietz et al 1998",1998,"WAIS-Full scale","","","WAIS-R - Full scale","","","",97.6,"15.7000",57,"1085.0000",NA,"",105.5,"16.1000",40,"","0.50",NA,-1,"-0.49","",1,"","","","",NA,"","4","Within 3 months","-","Within 3 months",""
517,"Adults","IQ","IQ","","Ris et al 1994",1994,"WAIS-Full scale","","","WAIS-R - Full scale","","","",90,"11.0000",25,"1332.0000",NA,"",100,"9.0000",15,"","1.00",NA,-1,"-1.09","",1,"","","","",NA,"","2","Within 1 month","cont treat","Within 1 month",""
513,"Adults","IQ","IQ","","Romani et al 2020",2020,"WAIS-Full scale","","","WAIS - Full scale","","","",98.9,"15.0000",19,"1042.0000",NA,"",110.1,"12.0000",19,"","0.82",NA,-1,"-0.91","",1,"","","","",NA,"","1","Since birth","-","Soon after birth",""
518,"Adults","IQ","IQ","","Smith et al 1996-High Phe",1996,"WAIS-Full scale","","","WAIS - Full scale","","","",95,"7.2500",11,"1545.0000",NA,"",101,"9.2500",22,"","0.72",NA,-1,"-0.63","",1,"","","","",NA,"","--","--","-","--",""
504,"Adults","IQ","IQ","","Smith et al 1996-Low Phe",1996,"WAIS-Full scale","","","WAIS - Full scale","","","",96,"7.2500",11,"566.0000",NA,"",101,"9.2500",22,"","0.60",NA,-1,"-0.53","",1,"","","","",NA,"","--","--","-","--",""
523,"Adults","IQ","IQ","","St James et al 1993",1993,"WASI","","","WASI - Performance Index","","","",85.7,"16.0000",70,"not reported",NA,"",95.2,"14.0000",68,"","",NA,-1,"-0.67","",1,"","21","3.5","",21.2,"3.7","","not reported","","",""
515,"Adults","IQ","IQ","","Ullrich et al 1996",1996,"WAIS-Full scale","","","WAIS - Full scale","","","",82,"14.0000",8,"1253.1000",NA,"",92.2,"8.5000",8,"","0.88",NA,-1,"-1.13","",1,"","","","",NA,"","--","--","-","--",""
509,"Adults","IQ","IQ","","Weglage et al 2013",2013,"WAIS-Full scale","","","WAIS - Full scale baseline","","","",89.8,"20.7200",57,"810.0000",NA,"",103.3,"16.5000",46,"","0.72",NA,-1,"-0.81","",1,"","","","",NA,"","3","Within 10 weeks ","-","Within 10 weeks ",""
530,"Children","IQ","IQ","","Anderson et al 2002/2007",2002,"WISC-III","","","","","","",93.34,"10.2300",36,"490.3448",375.3257,"",102.92,"11.7700",69,"","",NA,-1,"-0.81","",1,"","11.18","3.4","",10.29,"3.1","","","","",""
531,"Children","IQ","IQ","","Antshel & Waisbren 2003",2003,"WISC-III","","","","","","",104.2,"10.7000",46,"490.3448",375.3257,"",102.2,"13.4000",18,"","-0.16",NA,-1,"0.15","",1,"","10.75","2.1","",13.1,"3.2","","","","",""
532,"Children","IQ","IQ","","Banerjee et al 2011",2011,"WASI","","","","","","",105.8,"9.6000",36,"508.5058",284.5211,"",108.5,"10.0000",41,"","",NA,-1,"-0.27","",1,"","","","",NA,"","","","","",""
539,"Children","IQ","IQ","","Christ et al 2006",2006,"WASI","","","","","","",102.2,"9.9000",26,"423.8000",339,"",107.7,"10.6000",25,"","",NA,-1,"-0.51","",1,"","11.2","3.1","",11.3,"3.4","","","","",""
540,"Children","IQ","IQ","","Gassio et al 2005",2005,"WISC-R/Kauffman Assessment Battery","","","","","","",102,"9.0000",26,"489.0000",181,"",112,"8.0000",21,"","",NA,-1,"-1.23","",1,"","12.3","3.7","",11.8,"3.6","","","","",""
533,"Children","IQ","IQ","","Janos et al 2012",2012,"WASI ","","","","","","",106,"10.9000",42,"546.0000",331,"",114.6,"13.9000",81,"","",NA,-1,"-0.61","",1,"","11.8","3.5","",12.3,"3.2","","","","",""
534,"Children","IQ","IQ","","Leuzzi et al 2004",2004,"WISC-R","","","","","","",102.14,"10.2100",14,"491.0000",149.2,"",108.8,"12.7000",14,"","",NA,-1,"-0.51","",1,"","10.8","1.25","",10.9,"1.3","","","","",""
535,"Children","IQ","IQ","","Smith et al 2000",2000,"Full scale IQ ","","","Doesn’t say which measure","","","",101,"10.4000",19,"777.2000",199.9,"",101,"12.0000",19,"","",NA,-1,"0.00","",1,"","9.4","2.9","",9.3,"2.9","","","","",""
536,"Children","IQ","IQ","","Stemerdink et al 1999",1999,"WISC-R","","","","","","",98,"13.0000",36,"455.0000",250,"",105,"11.0000",36,"","",NA,-1,"-0.63","",1,"","13.3","3","",13.2,"3.0","","","","",""
528,"Children","IQ","IQ","","Weglage et al 1995",1995,"Culture fair intelligence test","","","","","","",101.4,"10.0000",20,"583.0000",377,"",104.7,"9.5000",20,"20","",NA,-1,"-0.34","",1,"","10.9","1.3","",11,"1.1","","","","",""
538,"Children","IQ","IQ","","White et al 2001",2001,"Matrix Reasoning","","","Non-verbal","","","",107,"15.0000",23,"496.4000",230,"",114,"16.0000",23,"","",NA,-1,"-0.43","",1,"","10.7","3.4","",11.1,"3.7","","","","",""
537,"Children","IQ","IQ","","White et al 2001",2001,"Vocabulary ","","","Verbal","","","",106,"19.0000",23,"496.4000",230,"",113,"19.0000",23,"","",NA,-1,"-0.36","",1,"","10.7","3.4","",11.1,"3.7","","","","",""
529,"Children","IQ","IQ","","Wiersema et al 2005",2005,"WISC-III","","","","9.2","2","",99,"8.1000",9,"297.0000",165,"",103,"7.9000",9,"9","5",NA,-1,"-0.48","",1,"","9.2","2","",9.2,"1.9","","early ","Continously","",""
524,"Mixed-age","IQ","IQ","","Aldridge et al 2020",2020,"WASI","","","WASI - Performance Index","","","",106.3,"11.8000",20,"593.3000",356,"",113.9,"13.4000",20,"","",NA,-1,"-0.56","",1,"","16","3.8","",16.2,"3.8","","Since birth","-","Since birth",""
526,"Mixed-age","IQ","IQ","","Antenor-Dorsey 2013",2013,"WASI","","","WASI - Performance Index","","","",99,"13.0000",32,"734.0000",410,"",109,"11.0000",12,"","",NA,-1,"-0.89","",1,"","18","9","",17.8,"8.0","","Early treated","","",""
525,"Mixed-age","IQ","IQ","","Bodner et al 2012",2012,"WASI","","","WASI - Performance Index","","","",99.3,"11.3000",13,"780.0000",NA,"",110.1,"9.4000",13,"","",NA,-1,"-1.11","",1,"","22.1","9.4","",22.7,"8.9","","At birth","","",""
346,"Adults","Language accuracy","Language accuracy","ES_small","Palermo et al 2017/2020; De Felice et al 2018",2018,"Block Cyclic Naming","accuracy","accuracy","Block Cyclic Naming - ","overall errors","","",12.8,"9.5000",15,"751.2000",NA,"",10.7,"7.1000",24,"","-0.25",NA,1,"-0.29","",1,"","","","",NA,"","1","Since birth","cont treat","Soon after birth",""
352,"Adults","Language accuracy","Language accuracy","ES_small","Palermo et al 2017/2020; De Felice et al 2018",2017,"Colour Naming","accuracy","accuracy","Colour Naming - % Errors","","","",0.1,"0.2000",37,"720.0000",NA,"",0.1,"0.2000",30,"","0.00",NA,1,"0.00","",1,"","","","",NA,"","1","Since birth","cont treat","Soon after birth",""
351,"Adults","Language accuracy","Language accuracy","ES_small","Palermo et al 2017/2020; De Felice et al 2018",2017,"Continuous Naming","accuracy","accuracy","Continulus Picture Naming - Overall % Errors","","","",8.5,"11.0000",30,"720.0000",NA,"",7.1,"5.1000",30,"","-0.16",NA,1,"-0.27","",1,"","","","",NA,"","1","Since birth","cont treat","Soon after birth",""
353,"Adults","Language accuracy","Language accuracy","ES_small","Palermo et al 2017/2020; De Felice et al 2018",2017,"Non-word reading-accuracy","accuracy","accuracy","Non-word reading - % Errors","","","",7.9,"10.8000",37,"720.0000",NA,"",5.8,"5.7000",30,"","-0.24",NA,1,"-0.36","",1,"","","","",NA,"","1","Since birth","cont treat","Soon after birth",""
354,"Adults","Language accuracy","Language accuracy","ES_small","Palermo et al 2017/2020; De Felice et al 2018",2017,"Non-Word Spelling-accuracy","","","Non - Word Spelling - % Errors","","","",13.3,"8.2000",37,"720.0000",NA,"",11.9,"7.6000",30,"","-0.18",NA,1,"-0.18","",1,"","","","",NA,"","1","Since birth","cont treat","Soon after birth",""
347,"Adults","Language accuracy","Language accuracy","ES_small","Palermo et al 2017/2020; De Felice et al 2018",2018,"Verbal Narrative-% err","","","Verbal Narrative - %  Error/ total words","","","",2.1,"1.4000",33,"751.2000",NA,"",1.8,"1.7000",32,"","-0.19",NA,1,"-0.17","",1,"","","","",NA,"","1","Since birth","cont treat","Soon after birth",""
355,"Adults","Language accuracy","Language accuracy","ES_small","Palermo et al 2017/2020; De Felice et al 2018",2017,"Word reading-Accuracy","accuracy","accuracy","Word Reading - % Errors","","","",0.7,"1.0000",37,"720.0000",NA,"",0.6,"0.8000",30,"","-0.11",NA,1,"-0.12","",1,"-0.55","","","",NA,"","1","Since birth","cont treat","Soon after birth",""
356,"Adults","Language accuracy","Language accuracy","ES_small","Palermo et al 2017/2020; De Felice et al 2018",2017,"Word Spelling-% err","","","Word Spelling - % Errors","","","",3.9,"4.7000",37,"720.0000",NA,"",4.8,"5.7000",30,"","0.17",NA,1,"0.16","",1,"","","","",NA,"","1","Since birth","cont treat","Soon after birth",""
357,"Adults","Language accuracy","Language accuracy","ES_small","Pilotto et al 2021",2021," Naming-accuracy","","","Boston Naming","","","",15,"0.8000",19,"890.0000",NA,"",15,"0.8000",25,"","0.00",NA,-1,"0.00","",1,"","","","",NA,"","2","","","",""
358,"Adults","Language accuracy","Language accuracy","ES_small","Pilotto et al 2021",2021,"Baxt ideomotor apraxia","","","","","","",33,"4.8000",19,"890.0000",NA,"",35,"1.5700",25,"","0.56",NA,-1,"-1.25","",1,"","","","",NA,"","2","","","",""
359,"Adults","Language accuracy","Language accuracy","ES_small","Pilotto et al 2021",2021,"Token test","","","","","","",36,"0.0100",19,"890.0000",NA,"",36,"0.0100",25,"","0.00",NA,-1,"0.00","",1,"","","","",NA,"","2","","","",""
344,"Children","Language accuracy","Language accuracy","ES_small","Banich et al 2000",2000,"Peabody Picture Vocabulary Test","","","","","","",113.56,"11.8500",9,"854.8280",NA,"",115.5,"16.0700",12,"","",NA,-1,"-0.12","",1,"","10.58","2.76","",10.7,"2.2","","Early treated","","",""
345,"Children","Language accuracy","Language accuracy","ES_small","Bisiacchi et al 2018",2018," Naming","","","max score =10","","","",9.4,"1.0000",11,"743.1800",83.66,"",9.4,"0.7000",28,"","",NA,-1,"0.00","",1,"","13.0","2.5","",11.8,"2.5","","","","",""
348,"Children","Language accuracy","Language accuracy","ES_small","Griffiths 1998",1998,"Picture Vocabulary Scale","","","","","","",104.64,"14.6200",11,"388.0000",127,"",101.45,"15.4000",11,"","",NA,-1,"0.20","",1,"","8.83","1.7","",8.8,"1.7","","","","",""
360,"Adults","Language speed","Language speed","ES_large","Palermo et al 2017/2020; De Felice et al 2018",2018,"Block Cyclic Naming","speed","speed","Block cyclic naming -  RT (ms)","overall RT","","",704.5,"147.3000",15,"751.2000",NA,"",679,"143.1000",24,"","-0.18",NA,1,"-0.17","",1,"","","","",NA,"","1","Since birth","cont treat","Soon after birth",""
361,"Adults","Language speed","Language speed","ES_large","Palermo et al 2017/2020; De Felice et al 2018",2017,"Colour Naming","speed","speed","Colour Naming - RT (ms)","","","",731,"141.8000",37,"720.0000",NA,"",617,"98.2000",30,"","-0.93",NA,1,"-1.15","",1,"","","","",NA,"","1","Since birth","cont treat","Soon after birth",""
362,"Adults","Language speed","Language speed","ES_large","Palermo et al 2017/2020; De Felice et al 2018",2017,"Continuous Naming","speed","speed","Continuous Picture Naming - overall RT (ms)","","","",897,"138.9000",37,"720.0000",NA,"",835,"175.1000",30,"","-0.39",NA,1,"-0.35","",1,"","","","",NA,"","1","Since birth","cont treat","Soon after birth",""
363,"Adults","Language speed","Language speed","ES_large","Palermo et al 2017/2020; De Felice et al 2018",2017,"Non-word reading-RT","speed","speed","Non-word reading - RT (ms)","","","",795,"296.7000",37,"720.0000",NA,"",604,"103.6000",30,"","-0.86",NA,1,"-1.82","",1,"","","","",NA,"","1","Since birth","cont treat","Soon after birth",""
374,"Adults","Language speed","Language speed","ES_large","Palermo et al 2017/2020; De Felice et al 2018",2017,"Word Reading-RT","speed","speed","Word Reading - RT (ms)","","","",574,"120.0000",37,"720.0000",NA,"",507,"93.3000",30,"","-0.62",NA,1,"-0.71","",1,"-0.49","","","",NA,"","1","Since birth","cont treat","Soon after birth",""
364,"Children","Language speed","Language speed","ES_large","Christ et al 2006",2006,"Stroop-neutral-accuracy","accuracy","accuracy","Errors","","","",1.1,"2.0000",26,"423.8000",339,"",1,"1.6000",25,"","",NA,1,"-0.06","",1,"","11.2","3.1","",11.3,"3.4","","","","",""
367,"Children","Language speed","Language speed","ES_large","Christ et al 2006",2006,"Stroop-neutral-speed","speed","speed","speed","","","",811,"173.0000",26,"423.8000",339,"",817,"207.0000",25,"","",NA,1,"0.03","",1,"","11.2","3.1","",11.3,"3.4","","","","",""
368,"Children","Language speed","Language speed","ES_large","Gassio et al 2005",2005,"Stroop-neutral-speed","speed","","T score-color naming","","","",40,"9.0000",26,"489.0000",181,"",45,"6.0000",21,"","",NA,-1,"-0.82","",1,"","12.3","3.7","",11.8,"3.6","","","","",""
372,"Children","Language speed","Language speed","ES_large","Gassio et al 2005",2005,"Stroop-reading-speed","speed","","T score -colour reading","","","",45,"8.0000",26,"489.0000",181,"",50,"6.0000",21,"","",NA,-1,"-0.82","",1,"","12.3","3.7","",11.8,"3.6","","","","",""
373,"Children","Language speed","Language speed","ES_large","White et al 2001",2001,"Stroop-neutral - colour naiming ","","","CWIT  stim correct in 45 sec","","Stroop Color and Word Test","",90.16,"27.0200",23,"496.4000",230,"",107.49,"30.9200",23,"","",NA,-1,"-0.55","",1,"-0.42","10.7","3.4","",11.1,"3.7","","","","",""
369,"Children","Language speed","Language speed","ES_large","White et al 2001",2001,"Stroop-neutral -word reading","","","CWIT  stim correct in 45 sec","","Stroop Color and Word Test","",64.71,"19.8100",23,"496.4000",230,"",80.95,"22.6200",23,"","",NA,-1,"-0.71","",1,"","10.7","3.4","",11.1,"3.7","","","","",""
375,"Adults","Phonological Tasks","Phonological Tasks","","Palermo et al 2017/2020; De Felice et al 2018",2017,"Phoneme Deletion-% err","","","Phoneme Deletion - % Errors","","","",14.5,"13.1000",37,"720.0000",NA,"",11.2,"8.7000",30,"","-0.30",NA,1,"-0.37","",1,"","","","",NA,"","1","Since birth","cont treat","Soon after birth",""
376,"Adults","Phonological Tasks","Phonological Tasks","","Palermo et al 2017/2020; De Felice et al 2018",2017,"Spoonerisms-% err","accuracy","","Spoonerisms  - % Errors","","","",10.9,"14.7000",37,"720.0000",NA,"",6.8,"6.6000",30,"","-0.36",NA,1,"-0.61","",1,"","","","",NA,"","1","Since birth","cont treat","Soon after birth",""
458,"Adults","Simple RT-Visuo-spatial","Simple RT-Visuo-spatial","ES_small","Burgard et al 1997-German",1997,"Finger motor speed","speed","","Finger motor speed exercise adults german vs controls - Time","","","",248,"42.0000",8,"870.0000",NA,"",186,"80.8000",8,"","-0.96",NA,1,"-0.73","",1,"","","","",NA,"","4","Within 3 months","5 years","Within 3 months",""
460,"Adults","Simple RT-Visuo-spatial","Simple RT-Visuo-spatial","ES_small","Dawson et al 2011-off diet",2011,"Reciprocal saccade","speed","","Reciprocal of saccade latency","","","",5.56,"0.7700",56,"1461.0000",NA,"",5.92,"0.1100",56,"","0.65",NA,-1,"-3.25","",1,"","","","",NA,"","--","early in life","until adolescence","Within 3 months",""
459,"Adults","Simple RT-Visuo-spatial","Simple RT-Visuo-spatial","ES_small","Dawson et al 2011-on diet",2011,"Reciprocal saccade","speed","","Reciprocal of saccade latency","","","",6,"0.9200",21,"640.0000",NA,"",5.94,"0.1800",21,"","-0.09",NA,-1,"0.33","",1,"","","","",NA,"","--","early in life","until adolescence","Soon after birth",""
463,"Adults","Simple RT-Visuo-spatial","Simple RT-Visuo-spatial","ES_small","Muri et al 2022",2022,"Alertness (TAP subtests)","speed","","Test of Attentional Performance (TAP)","T-scores ","Median reaction time (higher=better)","In this test, reaction time is examined under two conditions. The first condition concerns simple reaction time measurements, in which a cross appears on the monitor at randomly varying intervals and to which the subject should respond as quickly as possible by pressing a key. Intrinsic alertness is measured in this condition. In a second condition, reaction time is measured in response to a critical stimulus preceded by a cue stimulus presented as warning tone (""phasic arousal"", or temporal orientation of attentional focus).",45.5,"9.8000",30,"741.0000",265.1852,"IQR=358",47,"12.0000",54,NA,"0.14",NA,-1,"-0.12","",1,"",NA,"","",NA,"","","","","",""
461,"Adults","Simple RT-Visuo-spatial","Simple RT-Visuo-spatial","ES_small","Palermo et al 2017/2020; De Felice et al 2018",2017,"Simple detection-RT","speed","","Simple Detection - RT","","","",332,"52.9000",37,"720.0000",NA,"",316,"56.9000",30,"","-0.29",NA,1,"-0.28","",1,"","","","",NA,"","1","Since birth","cont treat","Within 3 months",""
462,"Adults","Simple RT-Visuo-spatial","Simple RT-Visuo-spatial","ES_small","Romani et al 2020",2020,"Simple detection-RT","speed","","Simple Detection - RT","","","",325,"46.0000",19,"1042.0000",NA,"",315,"44.6000",19,"","-0.22",NA,1,"-0.22","",1,"-0.48","","","",NA,"","1","Since birth","-","Within 3 months",""
465,"Children","Simple RT-Visuo-spatial","Simple RT-Visuo-spatial","ES_small","Christ et al 2006",2006,"Simple detection-accuracy;","accuracy","accuracy","","","","",2,"2.0000",26,"423.8000",339,"",1.4,"1.8000",25,"","",NA,1,"-0.33","",1,"","11.2","3.1","",11.3,"3.4","","","","",""
467,"Children","Simple RT-Visuo-spatial","Simple RT-Visuo-spatial","ES_small","Christ et al 2006",2006,"Simple detection-RT","speed","speed","","","","",335,"60.0000",26,"423.8000",339,"",352,"84.0000",25,"","",NA,1,"0.20","",1,"","11.2","3.1","",11.3,"3.4","","","","",""
456,"Children","Simple RT-Visuo-spatial","Simple RT-Visuo-spatial","ES_small","Griffiths 1995",1995,"Simple RT","speed","","Button-pressing in response to single light stimulus. Preferred hand. Ten trials summated.","","","",3.31,"0.8900",10,"348.0000",NA,"",2.95,"0.5200",10,"","",NA,1,"-0.66","",1,"","7.53","-","",7.59,"-","","median age 15 days (range 12-20)","","",""
466,"Children","Simple RT-Visuo-spatial","Simple RT-Visuo-spatial","ES_small","Janos et al 2012",2012,"Simple detection-RT","speed","","","","","",435,"103.0000",42,"546.0000",331,"",383,"80.0000",81,"","",NA,1,"-0.65","",1,"","11.8","3.5","",12.3,"3.2","","","","",""
